"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"2233","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Deltaproteobacteria_unclassified",0.0015,0.0085
"2234","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Actinomycetales",8e-04,0.0085
"2235","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Actinomycetales",8e-04,0.0085
"2236","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacillales",8e-04,0.0085
"2237","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Enterobacteriales",8e-04,0.0078
"2238","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Aeromonadales",8e-04,0.0078
"2239","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Desulfovibrionales",8e-04,0.0078
"2240","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",8e-04,0.0078
"2241","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Deltaproteobacteria_unclassified",8e-04,0.0078
"2242","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Clostridia_unclassified",8e-04,0.0078
"2243","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Fibrobacterales",8e-04,0.0078
"2244","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Aeromonadales",8e-04,0.0078
"2245","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Spirochaetales",8e-04,0.0078
"2246","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Gastranaerophilales",0.0016,0.0078
"2247","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacillales",8e-04,0.0078
"2248","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Oligosphaerales",0.0016,0.0078
"2249","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Corynebacteriales",8e-04,0.0078
"2250","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Enterobacteriales",8e-04,0.0077
"2251","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Bifidobacteriales",0.0015,0.0077
"2252","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0015,0.0077
"2253","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0015,0.0077
"2254","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Bacteria_unclassified",8e-04,0.0077
"2255","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Pirellulales",8e-04,0.0077
"2256","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Deltaproteobacteria_unclassified",0.0015,0.0077
"2257","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Rhodospirillales",8e-04,0.0077
"2258","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","WCHB1-41",8e-04,0.0077
"2259","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Synergistales",0.0015,0.0077
"2260","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Pasteurellales",0.0015,0.0077
"2261","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Synergistales",0.0015,0.0077
"2262","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Campylobacterales",8e-04,0.0077
"2263","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Aeromonadales",8e-04,0.0077
"2264","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Desulfovibrionales",8e-04,0.0077
"2265","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",8e-04,0.0077
"2266","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Verrucomicrobiales",8e-04,0.0077
"2267","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Pirellulales",8e-04,0.0077
"2268","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Gastranaerophilales",8e-04,0.0077
"2269","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Gastranaerophilales",8e-04,0.0077
"2270","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Betaproteobacteriales",8e-04,0.0077
"2271","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Rhodospirillales",8e-04,0.0077
"2272","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Rhodospirillales",8e-04,0.0077
"2273","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Fibrobacterales",8e-04,0.0077
"2274","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Elusimicrobiales",8e-04,0.0077
"2275","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Campylobacterales",8e-04,0.0077
"2276","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Coriobacteriales",8e-04,0.0077
"2277","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Aeromonadales",8e-04,0.0077
"2278","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Gastranaerophilales",8e-04,0.0077
"2279","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0015,0.0077
"2280","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Campylobacterales",8e-04,0.0077
"2281","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Campylobacterales",8e-04,0.0077
"2282","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0015,0.0077
"2283","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0015,0.0077
"2284","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Spirochaetales",8e-04,0.0077
"2285","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Mollicutes_RF39",8e-04,0.0077
"2286","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0015,0.0077
"2287","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0015,0.0077
"2288","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Gammaproteobacteria_unclassified",0.0015,0.0077
"2289","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Bacteria_unclassified",8e-04,0.0077
"2290","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Pirellulales",0.0015,0.0077
"2291","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Pirellulales",8e-04,0.0077
"2292","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Gastranaerophilales",8e-04,0.0077
"2293","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Deltaproteobacteria_unclassified",8e-04,0.0077
"2294","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Betaproteobacteriales",0.0015,0.0077
"2295","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Betaproteobacteriales",8e-04,0.0077
"2296","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Betaproteobacteriales",8e-04,0.0077
"2297","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Pasteurellales",0.0015,0.0077
"2298","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Rhodospirillales",8e-04,0.0077
"2299","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinomycetales",0.0015,0.0077
"2300","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria_unclassified",0.0015,0.0077
"2301","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Enterobacteriales",8e-04,0.0077
"2302","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Campylobacterales",8e-04,0.0077
"2303","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Bifidobacteriales",8e-04,0.0077
"2304","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0015,0.0077
"2305","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Erysipelotrichales",8e-04,0.0077
"2306","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0015,0.0077
"2307","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Gammaproteobacteria_unclassified",8e-04,0.0077
"2308","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Bacteria_unclassified",8e-04,0.0077
"2309","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Verrucomicrobiales",8e-04,0.0077
"2310","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Pasteurellales",8e-04,0.0077
"2311","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Rhodospirillales",8e-04,0.0077
"2312","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Actinomycetales",8e-04,0.0077
"2313","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Bacteroidetes_unclassified",8e-04,0.0077
"2314","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Bacillales",8e-04,0.0077
"2315","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Anaeroplasmatales",8e-04,0.0077
"2316","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Enterobacteriales",8e-04,0.0077
"2317","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Enterobacteriales",8e-04,0.0077
"2318","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0015,0.0077
"2319","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Campylobacterales",8e-04,0.0077
"2320","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Campylobacterales",8e-04,0.0077
"2321","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0015,0.0077
"2322","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Spirochaetales",8e-04,0.0077
"2323","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Spirochaetales",8e-04,0.0077
"2324","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Spirochaetales",8e-04,0.0077
"2325","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0015,0.0077
"2326","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Mollicutes_RF39",8e-04,0.0077
"2327","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Gammaproteobacteria_unclassified",8e-04,0.0077
"2328","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0015,0.0077
"2329","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0015,0.0077
"2330","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Pirellulales",8e-04,0.0077
"2331","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Fibrobacterales",0.0015,0.0077
"2332","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Bacillales",8e-04,0.0077
"2333","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Campylobacterales",8e-04,0.0077
"2334","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0015,0.0077
"2335","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Spirochaetales",8e-04,0.0077
"2336","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Desulfovibrionales",8e-04,0.0077
"2337","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Desulfovibrionales",8e-04,0.0077
"2338","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Gammaproteobacteria_unclassified",8e-04,0.0077
"2339","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Gastranaerophilales",8e-04,0.0077
"2340","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0015,0.0077
"2341","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Enterobacteriales",8e-04,0.0077
"2342","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Enterobacteriales",8e-04,0.0077
"2343","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Campylobacterales",8e-04,0.0077
"2344","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Campylobacterales",8e-04,0.0077
"2345","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Desulfovibrionales",8e-04,0.0077
"2346","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bifidobacteriales",8e-04,0.0059
"2347","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Aeromonadales",8e-04,0.0059
"2348","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Desulfovibrionales",8e-04,0.0059
"2349","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",8e-04,0.0059
"2350","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Verrucomicrobiales",8e-04,0.0059
"2351","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridia_unclassified",8e-04,0.0059
"2352","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",8e-04,0.0059
"2353","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",8e-04,0.0059
"2354","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",8e-04,0.0059
"2355","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Actinomycetales",8e-04,0.0059
"2356","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Bacillales",8e-04,0.0059
"2357","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Fusobacteriales",8e-04,0.0059
"2358","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",8e-04,0.0059
"2359","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Deferribacterales",8e-04,0.0059
"2360","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Rhodospirillales",8e-04,0.0059
"2361","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Actinomycetales",8e-04,0.0059
"2362","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidia_unclassified",8e-04,0.0059
"2363","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",8e-04,0.0059
"2364","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Bifidobacteriales",8e-04,0.0059
"2365","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Aeromonadales",8e-04,0.0059
"2366","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",8e-04,0.0059
"2367","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",8e-04,0.0059
"2368","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",8e-04,0.0059
"2369","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Deferribacterales",8e-04,0.0059
"2370","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Bacillales",8e-04,0.0059
"2371","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",8e-04,0.0059
"2372","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",8e-04,0.0059
"2373","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",8e-04,0.0059
"2374","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Desulfovibrionales",8e-04,0.0059
"2375","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Gammaproteobacteria_unclassified",8e-04,0.0059
"2376","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Deltaproteobacteria_unclassified",8e-04,0.0059
"2377","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Betaproteobacteriales",8e-04,0.0059
"2378","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Betaproteobacteriales",8e-04,0.0059
"2379","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Rhodospirillales",8e-04,0.0059
"2380","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Actinomycetales",8e-04,0.0059
"2381","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","WCHB1-41",8e-04,0.0059
"2382","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacterales",8e-04,0.0046
"2383","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",8e-04,0.0046
"2384","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Synergistales",8e-04,0.0046
"2385","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Oligosphaerales",8e-04,0.0046
"2386","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiae_unclassified",8e-04,0.0046
"2387","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",8e-04,0.0046
"2388","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",8e-04,0.0046
"2389","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",8e-04,0.0046
"2390","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Deferribacterales",8e-04,0.0046
"2391","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",8e-04,0.0046
"2392","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Actinomycetales",8e-04,0.0046
"2393","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Fibrobacterales",8e-04,0.0046
"2394","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Synergistales",8e-04,0.0046
"2395","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Elusimicrobiales",8e-04,0.0046
"2396","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Fusobacteriales",8e-04,0.0046
"2397","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria_unclassified",8e-04,0.0046
"2398","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Subgroup_6_or",8e-04,0.0046
"2399","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",8e-04,0.0046
"2400","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Deltaproteobacteria_unclassified",8e-04,0.0046
"2401","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes_unclassified",8e-04,0.0046
"2402","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",8e-04,0.0046
"2403","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",8e-04,0.0046
"2404","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiales",8e-04,0.0046
"2405","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Pirellulales",8e-04,0.0046
"2406","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",8e-04,0.0046
"2407","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",8e-04,0.0046
"2408","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Clostridia_unclassified",8e-04,0.0046
"2409","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Synergistales",8e-04,0.0046
"2410","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidia_unclassified",8e-04,0.0046
"2411","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria_unclassified",8e-04,0.0046
"2412","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Chthoniobacterales",8e-04,0.0046
"2413","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiae_unclassified",8e-04,0.0046
"2414","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",8e-04,0.0046
"2415","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bifidobacteriales",8e-04,0.0046
"2416","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Mollicutes_RF39",8e-04,0.0046
"2417","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",8e-04,0.0046
"2418","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiales",8e-04,0.0046
"2419","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Deltaproteobacteria_unclassified",8e-04,0.0046
"2420","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",8e-04,0.0046
"2421","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",8e-04,0.0046
"2422","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Fibrobacterales",8e-04,0.0046
"2423","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes_unclassified",8e-04,0.0046
"2424","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Oligosphaerales",8e-04,0.0046
"2425","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Gammaproteobacteria_unclassified",8e-04,0.0046
"2426","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",8e-04,0.0046
"2427","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes_unclassified",8e-04,0.0046
"2428","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes_unclassified",8e-04,0.0046
"2429","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Synergistales",8e-04,0.0046
"2430","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Elusimicrobiales",8e-04,0.0046
"2431","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Oligosphaerales",8e-04,0.0046
"2432","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidia_unclassified",8e-04,0.0046
"2433","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Izimaplasmatales",8e-04,0.0046
"2434","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Alphaproteobacteria_unclassified",8e-04,0.0046
"2435","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",8e-04,0.0045
"2436","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Bifidobacteriales",8e-04,0.0045
"2437","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",8e-04,0.0045
"2438","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",8e-04,0.0045
"2439","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",8e-04,0.0045
"2440","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",8e-04,0.0045
"2441","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Clostridia_unclassified",8e-04,0.0045
"2442","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","WCHB1-41",8e-04,0.0045
"2443","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Fibrobacterales",8e-04,0.0045
