"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"1302","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Spirochaetales",0.0023,0.0462
"1303","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Mollicutes_RF39",0.0046,0.0462
"1304","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Desulfovibrionales",0.0023,0.0462
"1305","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteria_unclassified",0.0023,0.0462
"1306","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Gastranaerophilales",0.0046,0.0462
"1307","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Rhodospirillales",0.0046,0.0462
"1308","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes_unclassified",0.0023,0.0462
"1309","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Enterobacteriales",0.0023,0.0462
"1310","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Enterobacteriales",0.0023,0.0462
"1311","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0046,0.0462
"1312","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0078,0.0458
"1313","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Clostridia_unclassified",0.0078,0.0457
"1314","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0078,0.0457
"1315","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0078,0.0457
"1316","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0078,0.0456
"1317","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0078,0.0456
"1318","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Elusimicrobiales",0.0077,0.0456
"1319","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0077,0.0455
"1320","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0077,0.0455
"1321","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0077,0.0454
"1322","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0077,0.0454
"1323","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","WCHB1-41",0.0077,0.0454
"1324","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0077,0.0454
"1325","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0077,0.0454
"1326","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Actinomycetales",0.0077,0.0454
"1327","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0077,0.0454
"1328","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0077,0.0454
"1329","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0077,0.0453
"1330","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0031,0.0445
"1331","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Bifidobacteriales",0.0031,0.0443
"1332","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Gastranaerophilales",0.0031,0.0443
"1333","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Mollicutes_RF39",0.0031,0.0441
"1334","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Aeromonadales",0.0031,0.0441
"1335","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",0.0031,0.044
"1336","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",0.0031,0.044
"1337","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0031,0.044
"1338","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Erysipelotrichales",0.0031,0.044
"1339","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Gammaproteobacteria_unclassified",0.0031,0.044
"1340","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Verrucomicrobiales",0.0031,0.044
"1341","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Enterobacteriales",0.0031,0.044
"1342","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Bifidobacteriales",0.0031,0.044
"1343","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0031,0.044
"1344","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Aeromonadales",0.0031,0.044
"1345","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Pirellulales",0.0039,0.0431
"1346","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0077,0.043
"1347","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Campylobacterales",0.0039,0.0429
"1348","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0039,0.0429
"1349","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Gastranaerophilales",0.0039,0.0429
"1350","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Gastranaerophilales",0.0039,0.0429
"1351","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0038,0.0428
"1352","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0038,0.0427
"1353","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Gammaproteobacteria_unclassified",0.0038,0.0427
"1354","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Pirellulales",0.0085,0.0427
"1355","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0085,0.0425
"1356","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0085,0.0423
"1357","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",0.0054,0.0415
"1358","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0054,0.0415
"1359","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",0.0054,0.0415
"1360","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Lactobacillales",0.0054,0.0415
"1361","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0054,0.0415
"1362","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0054,0.0414
"1363","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.007,0.0411
"1364","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","WCHB1-41",0.007,0.041
"1365","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.007,0.041
"1366","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.007,0.041
"1367","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiales",0.007,0.0409
"1368","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.007,0.0409
"1369","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0069,0.0408
"1370","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0069,0.0408
"1371","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",0.0069,0.0408
"1372","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Mollicutes_RF39",0.0069,0.0408
"1373","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0069,0.0408
"1374","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0069,0.0408
"1375","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Verrucomicrobiales",0.0016,0.0391
"1376","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.007,0.0388
"1377","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.007,0.0388
"1378","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Campylobacterales",0.0023,0.0388
"1379","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Gastranaerophilales",0.0023,0.0388
"1380","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bifidobacteriales",0.007,0.0387
"1381","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0077,0.0387
"1382","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0039,0.0387
"1383","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Gammaproteobacteria_unclassified",0.0031,0.0387
"1384","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.007,0.0386
"1385","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0039,0.0386
"1386","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.0023,0.0386
"1387","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0069,0.0386
"1388","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0077,0.0386
"1389","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Gastranaerophilales",0.0031,0.0386
"1390","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Elusimicrobiales",0.0023,0.0386
"1391","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.0023,0.0386
"1392","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0077,0.0386
"1393","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0039,0.0386
"1394","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.0023,0.0386
"1395","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.0023,0.0386
"1396","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Spirochaetales",0.0039,0.0386
"1397","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Gammaproteobacteria_unclassified",0.0077,0.0386
"1398","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Bacillales",0.0023,0.0386
"1399","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Enterobacteriales",0.0039,0.0386
"1400","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Spirochaetales",0.0039,0.0386
"1401","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0039,0.0386
"1402","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Bacteria_unclassified",0.0039,0.0386
"1403","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.0069,0.0386
"1404","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetales",0.0023,0.0386
"1405","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Enterobacteriales",0.0039,0.0385
"1406","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0077,0.0385
"1407","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0039,0.0385
"1408","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Gastranaerophilales",0.0039,0.0385
"1409","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Mollicutes_RF39",0.0015,0.0385
"1410","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Mollicutes_RF39",0.0038,0.0385
"1411","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Campylobacterales",0.0031,0.0385
"1412","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0077,0.0385
"1413","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0062,0.0367
"1414","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0062,0.0366
"1415","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0062,0.0366
"1416","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0062,0.0366
"1417","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0062,0.0365
"1418","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0062,0.0365
"1419","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Gastranaerophilales",0.0062,0.0365
"1420","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","WCHB1-41",0.0062,0.0365
"1421","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0062,0.0365
"1422","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Bifidobacteriales",0.0062,0.0365
"1423","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0062,0.0365
"1424","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0062,0.0364
"1425","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0062,0.0364
"1426","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0062,0.0364
"1427","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0062,0.0363
"1428","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0062,0.0363
"1429","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0062,0.0363
"1430","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Gastranaerophilales",0.0062,0.0363
"1431","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0062,0.0363
"1432","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0062,0.0363
"1433","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0062,0.0363
"1434","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0062,0.0363
"1435","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0062,0.0363
"1436","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0046,0.0356
"1437","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0046,0.0356
"1438","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0046,0.0356
"1439","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",0.0046,0.0356
"1440","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Aeromonadales",0.0046,0.0356
"1441","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0046,0.0356
"1442","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0046,0.0355
"1443","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.007,0.0349
"1444","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.007,0.0348
"1445","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Pirellulales",0.007,0.0348
"1446","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0069,0.0347
"1447","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0069,0.0347
"1448","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0069,0.0347
"1449","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0069,0.0347
"1450","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridia_unclassified",0.0062,0.0345
"1451","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Lactobacillales",0.0062,0.0345
"1452","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteria_unclassified",0.0031,0.0345
"1453","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0062,0.0344
"1454","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0062,0.0343
"1455","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0062,0.0342
"1456","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Mollicutes_RF39",0.0031,0.0342
"1457","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Gammaproteobacteria_unclassified",0.0062,0.0342
"1458","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Pirellulales",0.0062,0.0342
"1459","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Flavobacteriales",0.0023,0.0334
"1460","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Campylobacterales",0.0023,0.0332
"1461","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Aeromonadales",0.0023,0.0332
"1462","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",0.0023,0.0332
"1463","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0023,0.0331
"1464","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Gammaproteobacteria_unclassified",0.0023,0.0331
"1465","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",0.0023,0.033
"1466","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0023,0.033
"1467","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Erysipelotrichales",0.0023,0.033
"1468","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",0.0023,0.033
"1469","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Actinomycetales",0.0023,0.033
"1470","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetales",0.0023,0.033
"1471","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetales",0.0023,0.033
"1472","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Bifidobacteriales",0.0023,0.033
"1473","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Gastranaerophilales",0.0023,0.033
"1474","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Fusobacteriales",0.0055,0.0321
"1475","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0054,0.032
"1476","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Clostridia_unclassified",0.0054,0.032
"1477","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Pirellulales",0.0054,0.032
"1478","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0054,0.0319
"1479","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Mollicutes_RF39",0.0054,0.0319
"1480","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0054,0.0319
"1481","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0054,0.0319
"1482","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Erysipelotrichales",0.0054,0.0318
"1483","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0054,0.0318
"1484","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0054,0.0317
"1485","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0054,0.0317
"1486","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0054,0.0317
"1487","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0054,0.0317
"1488","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Pasteurellales",0.0054,0.0317
"1489","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Desulfovibrionales",0.0031,0.0311
"1490","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0031,0.0311
"1491","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0062,0.031
"1492","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Gastranaerophilales",0.0031,0.031
"1493","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Deltaproteobacteria_unclassified",0.0062,0.031
"1494","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Fusobacteriales",0.0062,0.031
"1495","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Corynebacteriales",0.0062,0.031
"1496","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0062,0.0309
"1497","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Aeromonadales",0.0031,0.0309
"1498","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Aeromonadales",0.0031,0.0309
"1499","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Spirochaetales",0.0031,0.0309
"1500","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0062,0.0309
"1501","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0062,0.0309
"1502","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteria_unclassified",0.0015,0.0309
"1503","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Aeromonadales",0.0031,0.0309
"1504","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Mollicutes_RF39",0.0015,0.0309
"1505","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0062,0.0309
"1506","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Desulfovibrionales",0.0031,0.0309
"1507","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Gastranaerophilales",0.0031,0.0309
"1508","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0031,0.0309
"1509","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Betaproteobacteriales",0.0015,0.0309
"1510","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Mollicutes_RF39",0.0015,0.0308
"1511","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0031,0.0308
"1512","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Campylobacterales",0.0015,0.0308
"1513","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0062,0.0308
"1514","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Coriobacteriales",0.0015,0.0308
