"","group","Day","Pig","Treatment","Sample.type","All","Phylum","value","value2","forplot"
"211","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4361,2.565,"keep"
"212","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4327,2.5451,"keep"
"213","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.2287,2.5409,"keep"
"214","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.254,2.5404,"keep"
"215","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2017,2.5212,"keep"
"216","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.1764,2.5204,"keep"
"217","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4275,2.5145,"keep"
"218","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4253,2.5016,"keep"
"219","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4996,2.4981,"keep"
"220","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4977,2.4884,"keep"
"221","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.423,2.4883,"keep"
"222","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4472,2.4845,"keep"
"223","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.1985,2.4807,"keep"
"224","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.421,2.4763,"keep"
"225","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4456,2.4758,"keep"
"226","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4201,2.4712,"keep"
"227","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4171,2.4536,"keep"
"228","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.483,2.4151,"keep"
"229","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4331,2.4061,"keep"
"230","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.48,2.3998,"keep"
"231","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4792,2.396,"keep"
"232","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4056,2.3856,"keep"
"233","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4016,2.3621,"keep"
"234","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4002,2.3539,"keep"
"235","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3977,2.3393,"keep"
"236","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.3961,2.3301,"keep"
"237","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.233,2.3297,"keep"
"238","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3955,2.3266,"keep"
"239","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4173,2.3184,"keep"
"240","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4618,2.3089,"keep"
"241","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4612,2.3062,"keep"
"242","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3909,2.2994,"keep"
"243","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.2069,2.2991,"keep"
"244","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4595,2.2976,"keep"
"245","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4592,2.2958,"keep"
"246","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.229,2.2899,"keep"
"247","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.2054,2.2823,"keep"
"248","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.455,2.2752,"keep"
"249","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2958,2.275,"keep"
"250","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3867,2.2747,"keep"
"251","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4534,2.2671,"keep"
"252","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.4071,2.2616,"keep"
"253","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.3841,2.2596,"keep"
"254","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4506,2.2531,"keep"
"255","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3815,2.2439,"keep"
"256","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3812,2.2422,"keep"
"257","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3811,2.2418,"keep"
"258","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.2241,2.2411,"keep"
"259","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4452,2.2261,"keep"
"260","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.3782,2.2246,"keep"
"261","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4438,2.2192,"keep"
"262","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3972,2.2068,"keep"
"263","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2851,2.1927,"keep"
"264","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3938,2.1878,"keep"
"265","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3717,2.1864,"keep"
"266","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.3703,2.178,"keep"
"267","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4344,2.1721,"keep"
"268","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.3898,2.1653,"keep"
"269","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3862,2.1453,"keep"
"270","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.1286,2.1427,"keep"
"271","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.1705,2.1316,"keep"
"272","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4231,2.1154,"keep"
"273","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3593,2.1136,"keep"
"274","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2745,2.1114,"keep"
"275","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Bacteroidetes",0.2103,2.1032,"keep"
"276","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4146,2.0731,"keep"
"277","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.2072,2.0724,"keep"
"278","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.3667,2.037,"keep"
"279","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4053,2.0263,"keep"
"280","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3585,1.9915,"keep"
"281","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3981,1.9907,"keep"
"282","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3565,1.9805,"keep"
"283","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.1963,1.9629,"keep"
"284","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.39,1.9498,"keep"
"285","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3878,1.9389,"keep"
"286","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2519,1.9379,"keep"
"287","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.385,1.9252,"keep"
"288","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.3441,1.9117,"keep"
"289","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2485,1.9112,"keep"
"290","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2475,1.9038,"keep"
"291","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3792,1.8958,"keep"
"292","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3763,1.8813,"keep"
"293","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.3735,1.8673,"keep"
"294","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3346,1.859,"keep"
"295","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3341,1.8561,"keep"
"296","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.1852,1.8519,"keep"
"297","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3689,1.8445,"keep"
"298","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3295,1.8304,"keep"
"299","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3647,1.8234,"keep"
"300","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.363,1.815,"keep"
"301","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1806,1.8056,"keep"
"302","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.18,1.8,"keep"
"303","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3205,1.7804,"keep"
"304","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3023,1.7784,"keep"
"305","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3019,1.7761,"keep"
"306","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3549,1.7747,"keep"
"307","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2304,1.772,"keep"
"308","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.3517,1.7585,"keep"
"309","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3075,1.7084,"keep"
"310","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.1664,1.6641,"keep"
"311","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.2932,1.6289,"keep"
"312","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.2922,1.6234,"keep"
"313","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.2735,1.6088,"keep"
"314","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.1097,1.5665,"keep"
"315","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.1055,1.5078,"keep"
"316","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Bacteroidetes",0.2556,1.5035,"keep"
"317","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.264,1.4669,"keep"
"318","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.291,1.4551,"keep"
"319","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.0577,1.4434,"keep"
"320","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Tenericutes",0.0577,1.4434,"keep"
"321","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Tenericutes",0.1406,1.4065,"keep"
"322","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.136,1.3601,"keep"
"323","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.1752,1.3473,"keep"
"324","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Proteobacteria",0.1212,1.3471,"keep"
"325","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.1318,1.3184,"keep"
"326","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.1278,1.2779,"keep"
"327","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1278,1.2779,"keep"
"328","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1258,1.2577,"keep"
"329","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Proteobacteria",0.0485,1.2125,"keep"
"330","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.2423,1.2113,"keep"
"331","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Bacteroidetes",0.2042,1.201,"keep"
"332","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Spirochaetes",0.1183,1.1829,"keep"
"333","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.2232,1.1162,"keep"
"334","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Proteobacteria",0.0548,1.0957,"keep"
"335","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.1829,1.0757,"keep"
"336","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.2098,1.0488,"keep"
"337","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.2098,1.0488,"keep"
"338","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Proteobacteria",0.0938,1.0427,"keep"
"339","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Actinobacteria",0.0685,0.9788,"keep"
"340","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1796,0.8978,"keep"
"341","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.1512,0.8896,"keep"
"342","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Tenericutes",0.0662,0.8276,"keep"
"343","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.1633,0.8166,"keep"
"344","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.065,0.8121,"keep"
"345","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.1372,0.8071,"keep"
"346","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0804,0.8037,"keep"
"347","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Tenericutes",0.0802,0.8019,"keep"
"348","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.1344,0.7904,"keep"
"349","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.0539,0.7698,"keep"
"350","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.1533,0.7663,"keep"
"351","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.0685,0.7613,"keep"
"352","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Tenericutes",0.0588,0.7347,"keep"
"353","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Actinobacteria",0.0514,0.7343,"keep"
"354","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1457,0.7286,"keep"
"355","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Tenericutes",0.0564,0.7052,"keep"
"356","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1336,0.668,"keep"
"357","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Proteobacteria",0.0467,0.6676,"keep"
"358","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Actinobacteria",0.0533,0.666,"keep"
"359","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteria_unclassified",0.0331,0.662,"keep"
"360","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.1122,0.6602,"keep"
"361","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Tenericutes",0.0449,0.6418,"keep"
"362","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.1088,0.6399,"keep"
"363","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Tenericutes",0.0446,0.6374,"keep"
"364","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.127,0.6351,"keep"
"365","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Tenericutes",0.0378,0.6306,"keep"
"366","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0625,0.6255,"keep"
"367","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacteres",0.1057,0.6218,"keep"
"368","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Actinobacteria",0.0246,0.6159,"keep"
"369","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Actinobacteria",0.037,0.6159,"keep"
"370","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.1101,0.6115,"keep"
"371","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0602,0.6019,"keep"
"372","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.1079,0.5996,"keep"
"373","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1196,0.598,"keep"
"374","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.1011,0.5946,"keep"
"375","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1186,0.5928,"keep"
"376","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Actinobacteria",0.0472,0.5897,"keep"
"377","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0586,0.586,"keep"
"378","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria",0.0984,0.5791,"keep"
"379","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.1098,0.5491,"keep"
"380","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Tenericutes",0.0326,0.5431,"keep"
"381","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Actinobacteria",0.0539,0.5389,"keep"
"382","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Proteobacteria",0.0969,0.5385,"keep"
"383","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Spirochaetes",0.0897,0.5277,"keep"
"384","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Tenericutes",0.0686,0.5274,"keep"
"385","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.0926,0.5144,"keep"
"386","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Proteobacteria",0.0195,0.4887,"keep"
"387","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria",0.0803,0.4724,"keep"
"388","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0464,0.4637,"keep"
"389","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Tenericutes",0.0231,0.4622,"keep"
"390","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Proteobacteria",0.0462,0.4619,"keep"
"391","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0455,0.4549,"keep"
"392","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.077,0.4528,"keep"
"393","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Tenericutes",0.0223,0.4465,"keep"
"394","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetes",0.0264,0.4396,"keep"
"395","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Tenericutes",0.0216,0.4324,"keep"
"396","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Tenericutes",0.0216,0.4314,"keep"
"397","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Actinobacteria",0.0431,0.4311,"keep"
"398","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Proteobacteria",0.0386,0.429,"keep"
"399","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Proteobacteria",0.03,0.4289,"keep"
"400","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Tenericutes",0.0385,0.4274,"keep"
"401","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.0724,0.426,"keep"
"402","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Actinobacteria",0.0424,0.4237,"keep"
"403","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0423,0.4231,"keep"
"404","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.0833,0.4167,"keep"
"405","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0417,0.4167,"keep"
"406","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0416,0.416,"keep"
"407","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0402,0.4025,"keep"
"408","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria",0.0684,0.4022,"keep"
"409","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetes",0.0362,0.4017,"keep"
"410","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.0717,0.3984,"keep"
"411","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0392,0.3923,"keep"
"412","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Tenericutes",0.0349,0.3876,"keep"
"413","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.0773,0.3867,"keep"
