"","group","Day","Pig","Treatment","Sample.type","All","Phylum","value","value2","forplot"
"210","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4392,2.5837,"keep"
"211","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.1804,2.5774,"keep"
"212","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2062,2.5772,"keep"
"213","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.2577,2.5772,"keep"
"214","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4355,2.5619,"keep"
"215","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4346,2.5566,"keep"
"216","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4346,2.5566,"keep"
"217","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.2556,2.5558,"keep"
"218","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4333,2.5489,"keep"
"219","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4326,2.5449,"keep"
"220","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.2517,2.5174,"keep"
"221","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4275,2.5145,"keep"
"222","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4265,2.5087,"keep"
"223","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4977,2.4885,"keep"
"224","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4216,2.4801,"keep"
"225","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.2215,2.4615,"keep"
"226","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4919,2.4595,"keep"
"227","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4176,2.4563,"keep"
"228","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.1963,2.4538,"keep"
"229","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4908,2.4538,"keep"
"230","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4164,2.4495,"keep"
"231","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4888,2.4439,"keep"
"232","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4144,2.4374,"keep"
"233","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4114,2.42,"keep"
"234","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4108,2.4165,"keep"
"235","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4096,2.4093,"keep"
"236","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4087,2.4039,"keep"
"237","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4054,2.3847,"keep"
"238","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4025,2.3675,"keep"
"239","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.1893,2.3667,"keep"
"240","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4023,2.3666,"keep"
"241","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3066,2.3587,"keep"
"242","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.4006,2.3566,"keep"
"243","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4005,2.3557,"keep"
"244","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3989,2.3466,"keep"
"245","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.2334,2.3338,"keep"
"246","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.3944,2.3202,"keep"
"247","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4611,2.3053,"keep"
"248","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4573,2.2864,"keep"
"249","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4573,2.2864,"keep"
"250","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.3882,2.2838,"keep"
"251","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3862,2.2719,"keep"
"252","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.2263,2.2625,"keep"
"253","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.2026,2.2516,"keep"
"254","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4503,2.2513,"keep"
"255","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3826,2.2506,"keep"
"256","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.2238,2.2377,"keep"
"257","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.3804,2.2377,"keep"
"258","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3799,2.2348,"keep"
"259","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4426,2.2132,"keep"
"260","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3744,2.2025,"keep"
"261","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4399,2.1995,"keep"
"262","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.1977,2.1966,"keep"
"263","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4375,2.1875,"keep"
"264","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3698,2.1753,"keep"
"265","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2823,2.1715,"keep"
"266","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.3682,2.166,"keep"
"267","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4323,2.1615,"keep"
"268","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4215,2.1077,"keep"
"269","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4203,2.1016,"keep"
"270","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Bacteroidetes",0.2094,2.0939,"keep"
"271","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3558,2.0927,"keep"
"272","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4168,2.084,"keep"
"273","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.3541,2.0831,"keep"
"274","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.1664,2.0801,"keep"
"275","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.4153,2.0763,"keep"
"276","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.3529,2.0756,"keep"
"277","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.413,2.065,"keep"
"278","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.2054,2.0538,"keep"
"279","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4052,2.0262,"keep"
"280","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.4046,2.0231,"keep"
"281","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.121,2.0175,"keep"
"282","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.26,2.0002,"keep"
"283","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3377,1.9865,"keep"
"284","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3372,1.9834,"keep"
"285","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.388,1.94,"keep"
"286","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2513,1.9335,"keep"
"287","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.3865,1.9323,"keep"
"288","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.1931,1.9308,"keep"
"289","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3834,1.9169,"keep"
"290","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3833,1.9165,"keep"
"291","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.3238,1.9048,"keep"
"292","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3202,1.8836,"keep"
"293","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2435,1.8727,"keep"
"294","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.3718,1.8591,"keep"
"295","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1823,1.8231,"keep"
"296","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.1803,1.8028,"keep"
"297","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3045,1.7915,"keep"
"298","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2327,1.7897,"keep"
"299","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.2323,1.787,"keep"
"300","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3559,1.7797,"keep"
"301","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3559,1.7797,"keep"
"302","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1775,1.7747,"keep"
"303","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.3541,1.7706,"keep"
"304","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.3,1.7647,"keep"
"305","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.3504,1.7521,"keep"
"306","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.2929,1.7229,"keep"
"307","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.2924,1.7202,"keep"
"308","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.1686,1.6859,"keep"
"309","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.3367,1.6835,"keep"
"310","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.2846,1.6742,"keep"
"311","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.2792,1.6425,"keep"
"312","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.1138,1.6264,"keep"
"313","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.2692,1.5837,"keep"
"314","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.1109,1.5836,"keep"
"315","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1579,1.5794,"keep"
"316","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1554,1.5538,"keep"
"317","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Bacteroidetes",0.2575,1.5148,"keep"
"318","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Proteobacteria",0.0569,1.4231,"keep"
"319","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.2823,1.4114,"keep"
"320","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Tenericutes",0.1368,1.3679,"keep"
"321","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.1748,1.3445,"keep"
"322","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.0531,1.3269,"keep"
"323","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Proteobacteria",0.0663,1.3261,"keep"
"324","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Tenericutes",0.0523,1.3087,"keep"
"325","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Bacteroidetes",0.212,1.2472,"keep"
"326","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.1241,1.2413,"keep"
"327","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Spirochaetes",0.1234,1.2335,"keep"
"328","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Proteobacteria",0.1108,1.2308,"keep"
"329","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.2459,1.2297,"keep"
"330","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.1146,1.1462,"keep"
"331","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.1139,1.1393,"keep"
"332","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.2065,1.0325,"keep"
"333","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.2002,1.0008,"keep"
"334","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1981,0.9907,"keep"
"335","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.1966,0.9829,"keep"
"336","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Tenericutes",0.0779,0.9742,"keep"
"337","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Proteobacteria",0.0862,0.9573,"keep"
"338","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.1623,0.9546,"keep"
"339","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.1585,0.9326,"keep"
"340","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.0817,0.9074,"keep"
"341","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Tenericutes",0.0894,0.8944,"keep"
"342","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Actinobacteria",0.0612,0.8739,"keep"
"343","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.0562,0.8034,"keep"
"344","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.1601,0.8005,"keep"
"345","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.1345,0.791,"keep"
"346","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0778,0.7781,"keep"
"347","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.1546,0.7731,"keep"
"348","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.154,0.7698,"keep"
"349","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.1299,0.7643,"keep"
"350","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Actinobacteria",0.0532,0.7594,"keep"
"351","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Tenericutes",0.0603,0.7535,"keep"
"352","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Tenericutes",0.0586,0.733,"keep"
"353","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.1206,0.7092,"keep"
"354","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Tenericutes",0.0493,0.7049,"keep"
"355","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.1178,0.6929,"keep"
"356","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Actinobacteria",0.0277,0.6923,"keep"
"357","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.137,0.6851,"keep"
"358","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Proteobacteria",0.0478,0.6835,"keep"
"359","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1363,0.6813,"keep"
"360","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetes",0.0395,0.6589,"keep"
"361","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0653,0.6527,"keep"
"362","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0647,0.6471,"keep"
"363","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.1293,0.6467,"keep"
"364","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.0509,0.6366,"keep"
"365","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.1067,0.6278,"keep"
"366","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.1065,0.6264,"keep"
"367","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Actinobacteria",0.0495,0.6182,"keep"
"368","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0615,0.6154,"keep"
"369","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Actinobacteria",0.0362,0.604,"keep"
"370","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Proteobacteria",0.1016,0.5977,"keep"
"371","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Tenericutes",0.0418,0.5971,"keep"
"372","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Tenericutes",0.0356,0.5934,"keep"
"373","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Actinobacteria",0.0593,0.5928,"keep"
"374","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacteres",0.0997,0.5864,"keep"
"375","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Tenericutes",0.0286,0.5714,"keep"
"376","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteria_unclassified",0.0285,0.5701,"keep"
"377","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Tenericutes",0.0341,0.5685,"keep"
"378","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Actinobacteria",0.044,0.5498,"keep"
"379","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Spirochaetes",0.0933,0.5488,"keep"
"380","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria",0.0929,0.5463,"keep"
"381","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.1092,0.5462,"keep"
"382","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.1086,0.5431,"keep"
"383","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Tenericutes",0.0262,0.5239,"keep"
"384","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.0889,0.5232,"keep"
"385","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0517,0.517,"keep"
"386","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria",0.0848,0.4989,"keep"
"387","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Actinobacteria",0.0485,0.4846,"keep"
"388","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Proteobacteria",0.0338,0.4835,"keep"
"389","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.0777,0.457,"keep"
"390","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0455,0.4552,"keep"
"391","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0764,0.4497,"keep"
"392","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria",0.0756,0.4448,"keep"
"393","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.0743,0.4371,"keep"
"394","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Actinobacteria",0.0433,0.4331,"keep"
"395","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Proteobacteria",0.0216,0.4324,"keep"
"396","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetes",0.0385,0.4277,"keep"
"397","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Spirochaetes",0.0423,0.4231,"keep"
"398","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Tenericutes",0.038,0.4227,"keep"
"399","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Verrucomicrobia",0.0208,0.417,"keep"
"400","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Tenericutes",0.0208,0.4154,"keep"
"401","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Tenericutes",0.0539,0.4148,"keep"
"402","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0408,0.408,"keep"
"403","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.0809,0.4045,"keep"
"404","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Actinobacteria",0.0317,0.3958,"keep"
"405","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Proteobacteria",0.051,0.3926,"keep"
"406","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetes",0.0232,0.387,"keep"
"407","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Tenericutes",0.0193,0.3864,"keep"
"408","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Proteobacteria",0.0648,0.381,"keep"
"409","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Tenericutes",0.0493,0.3793,"keep"
"410","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Actinobacteria",0.0185,0.3709,"keep"
"411","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Spirochaetes",0.0371,0.3707,"keep"
"412","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Actinobacteria",0.037,0.3695,"keep"
