"","group","Day","Pig","Treatment","Sample.type","All","Phylum","value","value2","forplot"
"847","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Actinobacteria",0.0031,0.044,"keep"
"848","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",0.0031,0.044,"keep"
"849","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Verrucomicrobia",0.0031,0.044,"keep"
"850","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Proteobacteria",0.0038,0.0428,"keep"
"851","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0086,0.0428,"keep"
"852","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.0085,0.0424,"keep"
"853","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0085,0.0424,"keep"
"854","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0085,0.0423,"keep"
"855","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.0085,0.0423,"keep"
"856","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0085,0.0423,"keep"
"857","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",0.0054,0.0415,"keep"
"858","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Proteobacteria",0.0054,0.0414,"keep"
"859","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Epsilonbacteraeota",0.0054,0.0414,"keep"
"860","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.007,0.0409,"keep"
"861","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.007,0.0409,"keep"
"862","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.007,0.0409,"keep"
"863","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.007,0.0409,"keep"
"864","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Proteobacteria",0.0069,0.0408,"keep"
"865","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0069,0.0408,"keep"
"866","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.0069,0.0408,"keep"
"867","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.0069,0.0408,"keep"
"868","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",0.0069,0.0408,"keep"
"869","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Epsilonbacteraeota",0.0016,0.0389,"keep"
"870","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0039,0.0388,"keep"
"871","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Proteobacteria",0.0023,0.0387,"keep"
"872","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Proteobacteria",0.0031,0.0386,"keep"
"873","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0077,0.0386,"keep"
"874","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Spirochaetes",0.0031,0.0386,"keep"
"875","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Tenericutes",0.0023,0.0386,"keep"
"876","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0039,0.0386,"keep"
"877","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Proteobacteria",0.0039,0.0385,"keep"
"878","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Epsilonbacteraeota",0.0031,0.0385,"keep"
"879","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.0077,0.0385,"keep"
"880","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.0077,0.0385,"keep"
"881","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Spirochaetes",0.0038,0.0385,"keep"
"882","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Spirochaetes",0.0039,0.0385,"keep"
"883","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Tenericutes",0.0039,0.0385,"keep"
"884","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteria_unclassified",0.0038,0.0385,"keep"
"885","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Cyanobacteria",0.0031,0.0385,"keep"
"886","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Cyanobacteria",0.0038,0.0385,"keep"
"887","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0062,0.0364,"keep"
"888","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Actinobacteria",0.0062,0.0363,"keep"
"889","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0062,0.0363,"keep"
"890","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0062,0.0363,"keep"
"891","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0062,0.0363,"keep"
"892","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0062,0.0363,"keep"
"893","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Actinobacteria",0.0062,0.0362,"keep"
"894","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Epsilonbacteraeota",0.0046,0.0357,"keep"
"895","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Tenericutes",0.0046,0.0357,"keep"
"896","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Actinobacteria",0.0046,0.0355,"keep"
"897","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Tenericutes",0.0046,0.0355,"keep"
"898","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Verrucomicrobia",0.0069,0.0347,"keep"
"899","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.0069,0.0346,"keep"
"900","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Proteobacteria",0.0069,0.0346,"keep"
"901","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.0069,0.0346,"keep"
"902","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Planctomycetes",0.0031,0.0345,"keep"
"903","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Actinobacteria",0.0031,0.0342,"keep"
"904","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetes",0.0031,0.0342,"keep"
"905","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Tenericutes",0.0031,0.0342,"keep"
"906","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetes",0.0024,0.0336,"keep"
"907","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",0.0024,0.0336,"keep"
"908","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Epsilonbacteraeota",0.0023,0.0333,"keep"
"909","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Spirochaetes",0.0023,0.0333,"keep"
"910","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Actinobacteria",0.0023,0.033,"keep"
"911","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Epsilonbacteraeota",0.0023,0.033,"keep"
"912","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Epsilonbacteraeota",0.0023,0.033,"keep"
"913","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetes",0.0023,0.033,"keep"
"914","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0054,0.0319,"keep"
"915","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Actinobacteria",0.0054,0.0318,"keep"
"916","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0054,0.0318,"keep"
"917","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.0054,0.0318,"keep"
"918","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.0054,0.0318,"keep"
"919","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0054,0.0318,"keep"
"920","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0054,0.0318,"keep"
"921","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0054,0.0318,"keep"
"922","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0054,0.0318,"keep"
"923","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Proteobacteria",0.0054,0.0317,"keep"
"924","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0054,0.0317,"keep"
"925","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.0054,0.0317,"keep"
"926","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.0054,0.0317,"keep"
"927","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.0054,0.0317,"keep"
"928","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.0054,0.0317,"keep"
"929","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",0.0054,0.0317,"keep"
"930","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Epsilonbacteraeota",0.0031,0.0309,"keep"
"931","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",0.0062,0.0309,"keep"
"932","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Proteobacteria",0.0031,0.0308,"keep"
"933","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Proteobacteria",0.0031,0.0308,"keep"
"934","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Epsilonbacteraeota",0.0015,0.0308,"keep"
"935","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Epsilonbacteraeota",0.0031,0.0308,"keep"
"936","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.0062,0.0308,"keep"
"937","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Spirochaetes",0.0031,0.0308,"keep"
"938","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Spirochaetes",0.0031,0.0308,"keep"
"939","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Spirochaetes",0.0031,0.0308,"keep"
"940","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0062,0.0308,"keep"
"941","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Tenericutes",0.0031,0.0308,"keep"
"942","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0031,0.0308,"keep"
"943","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",0.0039,0.0296,"keep"
"944","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Epsilonbacteraeota",0.0023,0.029,"keep"
"945","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Planctomycetes",0.0023,0.029,"keep"
"946","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Epsilonbacteraeota",0.0023,0.0289,"keep"
"947","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Cyanobacteria",0.0023,0.0289,"keep"
"948","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0046,0.0273,"keep"
"949","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0046,0.0273,"keep"
"950","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0046,0.0273,"keep"
"951","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Planctomycetes",0.0046,0.0273,"keep"
"952","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",0.0046,0.0273,"keep"
"953","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",0.0046,0.0273,"keep"
"954","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0046,0.0272,"keep"
"955","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0046,0.0272,"keep"
"956","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.0046,0.0272,"keep"
"957","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0046,0.0272,"keep"
"958","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0046,0.0272,"keep"
"959","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0046,0.0271,"keep"
"960","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0046,0.0271,"keep"
"961","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0054,0.027,"keep"
"962","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",0.0054,0.0269,"keep"
"963","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Epsilonbacteraeota",0.0023,0.0259,"keep"
"964","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetes",0.0015,0.0258,"keep"
"965","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Kiritimatiellaeota",0.0016,0.0258,"keep"
"966","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Tenericutes",0.0023,0.0257,"keep"
"967","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Cyanobacteria",0.0023,0.0257,"keep"
"968","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Tenericutes",0.0023,0.0256,"keep"
"969","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Cyanobacteria",0.0031,0.0237,"keep"
"970","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Spirochaetes",0.0023,0.0233,"keep"
"971","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0047,0.0233,"keep"
"972","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Epsilonbacteraeota",0.0023,0.0232,"keep"
"973","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Planctomycetes",0.0023,0.0232,"keep"
"974","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Cyanobacteria",0.0023,0.0232,"keep"
"975","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Proteobacteria",0.0023,0.0231,"keep"
"976","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Proteobacteria",0.0023,0.0231,"keep"
"977","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0046,0.0231,"keep"
"978","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0046,0.0231,"keep"
"979","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Actinobacteria",0.0023,0.0231,"keep"
"980","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.0046,0.0231,"keep"
"981","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Epsilonbacteraeota",0.0023,0.0231,"keep"
"982","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Spirochaetes",0.0023,0.0231,"keep"
"983","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Spirochaetes",0.0023,0.0231,"keep"
"984","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Spirochaetes",0.0023,0.0231,"keep"
"985","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Tenericutes",0.0023,0.0231,"keep"
"986","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Tenericutes",0.0023,0.0231,"keep"
"987","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Tenericutes",0.0023,0.0231,"keep"
"988","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Tenericutes",0.0023,0.0231,"keep"
"989","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Planctomycetes",0.0023,0.0231,"keep"
"990","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Cyanobacteria",0.0023,0.0231,"keep"
"991","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0039,0.0228,"keep"
"992","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0039,0.0227,"keep"
"993","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0039,0.0227,"keep"
"994","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.0039,0.0227,"keep"
"995","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.0039,0.0227,"keep"
"996","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.0039,0.0227,"keep"
"997","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0039,0.0227,"keep"
"998","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",0.0039,0.0227,"keep"
"999","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",0.0039,0.0227,"keep"
"1000","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0039,0.0227,"keep"
"1001","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0039,0.0227,"keep"
"1002","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0039,0.0227,"keep"
"1003","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0039,0.0227,"keep"
"1004","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0039,0.0227,"keep"
"1005","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobia",0.0039,0.0227,"keep"
"1006","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Planctomycetes",0.0039,0.0227,"keep"
"1007","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Cyanobacteria",0.0039,0.0227,"keep"
"1008","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Cyanobacteria",0.0039,0.0227,"keep"
"1009","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Cyanobacteria",0.0039,0.0227,"keep"
"1010","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",0.0039,0.0227,"keep"
"1011","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0038,0.0226,"keep"
"1012","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.0038,0.0226,"keep"
"1013","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0038,0.0226,"keep"
"1014","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0038,0.0226,"keep"
"1015","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteria_unclassified",0.0016,0.0222,"keep"
"1016","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Planctomycetes",0.0016,0.0222,"keep"
"1017","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Planctomycetes",0.0015,0.0221,"keep"
"1018","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Actinobacteria",0.0015,0.022,"keep"
"1019","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Spirochaetes",0.0015,0.022,"keep"
"1020","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Tenericutes",0.0015,0.022,"keep"
"1021","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Tenericutes",0.0015,0.022,"keep"
"1022","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",0.0015,0.022,"keep"
"1023","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Cyanobacteria",0.0015,0.022,"keep"
"1024","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Cyanobacteria",8e-04,0.0195,"keep"
"1025","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Epsilonbacteraeota",0.0015,0.0193,"keep"
"1026","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",0.0039,0.0193,"keep"
"1027","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0039,0.0193,"keep"
"1028","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0039,0.0193,"keep"
"1029","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Tenericutes",0.0015,0.0192,"keep"
"1030","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Cyanobacteria",8e-04,0.0192,"keep"
"1031","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0031,0.0184,"keep"
"1032","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.0031,0.0182,"keep"
"1033","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",0.0031,0.0182,"keep"
"1034","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0031,0.0182,"keep"
"1035","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0031,0.0182,"keep"
"1036","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0031,0.0182,"keep"
"1037","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobia",0.0031,0.0182,"keep"
"1038","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",0.0031,0.0182,"keep"
"1039","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Planctomycetes",0.0031,0.0182,"keep"
"1040","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0031,0.0182,"keep"
"1041","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0031,0.0182,"keep"
"1042","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0031,0.0182,"keep"
"1043","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",0.0031,0.0182,"keep"
"1044","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",0.0031,0.0182,"keep"
"1045","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Actinobacteria",0.0031,0.0181,"keep"
"1046","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0031,0.0181,"keep"
"1047","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0031,0.0181,"keep"
