"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"1221","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Actinomycetales",0.0093,0.0546
"1222","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetales",0.0093,0.0545
"1223","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0093,0.0545
"1224","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0093,0.0545
"1225","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0093,0.0545
"1226","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0093,0.0545
"1227","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0093,0.0545
"1228","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Erysipelotrichales",0.0093,0.0544
"1229","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0093,0.0544
"1230","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Spirochaetales",0.0093,0.0544
"1231","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0054,0.0544
"1232","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0092,0.0544
"1233","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0092,0.0544
"1234","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0092,0.0544
"1235","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Coriobacteriales",0.0054,0.0543
"1236","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0092,0.0543
"1237","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0092,0.0543
"1238","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Bifidobacteriales",0.0054,0.054
"1239","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Gammaproteobacteria_unclassified",0.0054,0.0539
"1240","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0108,0.0539
"1241","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0054,0.0539
"1242","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bifidobacteriales",0.0054,0.0539
"1243","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0054,0.0539
"1244","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Coriobacteriales",0.0054,0.0539
"1245","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Coriobacteriales",0.0054,0.0539
"1246","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0054,0.0539
"1247","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Gastranaerophilales",0.0054,0.0539
"1248","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0054,0.0539
"1249","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Mollicutes_RF39",0.0054,0.0538
"1250","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Verrucomicrobiales",0.0054,0.0538
"1251","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.007,0.0535
"1252","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",0.007,0.0535
"1253","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Pseudomonadales",0.007,0.0535
"1254","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0069,0.0533
"1255","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bifidobacteriales",0.0047,0.0518
"1256","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0047,0.0518
"1257","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.0031,0.0517
"1258","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Coriobacteriales",0.0031,0.0516
"1259","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.0031,0.0516
"1260","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0046,0.0513
"1261","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0046,0.0513
"1262","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Aeromonadales",0.0031,0.0513
"1263","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetales",0.0046,0.0513
"1264","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetales",0.0031,0.0513
"1265","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Fusobacteriales",0.0101,0.0505
"1266","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.01,0.0501
"1267","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0085,0.0501
"1268","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Deltaproteobacteria_unclassified",0.0085,0.05
"1269","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Bifidobacteriales",0.01,0.05
"1270","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.01,0.05
"1271","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0085,0.05
"1272","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0085,0.05
"1273","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Gastranaerophilales",0.0085,0.05
"1274","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Enterobacteriales",0.0085,0.05
"1275","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Fibrobacterales",0.0085,0.05
"1276","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Synergistales",0.0085,0.05
"1277","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0085,0.0499
"1278","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0085,0.0499
"1279","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Enterobacteriales",0.0085,0.0499
"1280","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0085,0.0499
"1281","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Mollicutes_RF39",0.0085,0.0499
"1282","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0085,0.0499
"1283","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0085,0.0499
"1284","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0085,0.0499
"1285","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Pirellulales",0.0085,0.0499
"1286","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0085,0.0498
"1287","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0085,0.0498
"1288","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Mollicutes_RF39",0.0039,0.0483
"1289","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Mollicutes_RF39",0.0039,0.0483
"1290","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Desulfovibrionales",0.0039,0.0483
"1291","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Erysipelotrichales",0.0038,0.0481
"1292","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",0.0038,0.0481
"1293","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0062,0.0474
"1294","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",0.0062,0.0474
"1295","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0062,0.0474
"1296","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Bifidobacteriales",0.0062,0.0474
"1297","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0062,0.0474
"1298","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0062,0.0474
"1299","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Corynebacteriales",0.0093,0.0466
"1300","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","WCHB1-41",0.0047,0.0465
"1301","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Enterobacteriales",0.0046,0.0464
"1302","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Desulfovibrionales",0.0046,0.0464
"1303","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Enterobacteriales",0.0046,0.0463
"1304","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bifidobacteriales",0.0023,0.0463
"1305","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bifidobacteriales",0.0023,0.0463
"1306","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Campylobacterales",0.0023,0.0463
"1307","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteria_unclassified",0.0023,0.0463
"1308","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Gastranaerophilales",0.0023,0.0463
"1309","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes_unclassified",0.0023,0.0463
"1310","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Spirochaetales",0.0046,0.0463
"1311","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Betaproteobacteriales",0.0023,0.0463
"1312","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0092,0.0462
"1313","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0092,0.0462
"1314","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0046,0.0462
"1315","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Aeromonadales",0.0046,0.0462
"1316","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0046,0.0462
"1317","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Gammaproteobacteria_unclassified",0.0092,0.0462
"1318","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes_unclassified",0.0023,0.0462
"1319","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Coriobacteriales",0.0023,0.0462
"1320","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0092,0.0462
"1321","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Pirellulales",0.0023,0.0462
"1322","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0078,0.0456
"1323","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0077,0.0455
"1324","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0077,0.0455
"1325","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0077,0.0454
"1326","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Enterobacteriales",0.0077,0.0454
"1327","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0077,0.0454
"1328","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiales",0.0077,0.0454
"1329","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Coriobacteriales",0.0077,0.0454
"1330","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0077,0.0454
"1331","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0077,0.0454
"1332","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0077,0.0454
"1333","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Enterobacteriales",0.0077,0.0453
"1334","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.0077,0.0453
"1335","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0077,0.0453
"1336","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0077,0.0453
"1337","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0077,0.0452
"1338","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Mollicutes_RF39",0.0031,0.0448
"1339","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Erysipelotrichales",0.0031,0.0441
"1340","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Aeromonadales",0.0031,0.044
"1341","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",0.0031,0.044
"1342","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Verrucomicrobiales",0.0031,0.044
"1343","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Actinomycetales",0.0031,0.044
"1344","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Aeromonadales",0.0031,0.044
"1345","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Gammaproteobacteria_unclassified",0.0031,0.044
"1346","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0039,0.0431
"1347","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Desulfovibrionales",0.0039,0.0431
"1348","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0086,0.0428
"1349","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0085,0.0424
"1350","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0085,0.0424
"1351","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0085,0.0423
"1352","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0085,0.0423
"1353","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0054,0.0415
"1354","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0054,0.0415
"1355","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0054,0.0414
"1356","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",0.0054,0.0414
"1357","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.007,0.0413
"1358","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Lactobacillales",0.007,0.0409
"1359","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.007,0.0409
"1360","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.007,0.0409
"1361","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.007,0.0409
"1362","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.007,0.0409
"1363","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.007,0.0409
"1364","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0069,0.0409
"1365","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0069,0.0409
"1366","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0069,0.0409
"1367","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0069,0.0408
"1368","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0069,0.0408
"1369","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0069,0.0408
"1370","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetales",0.0069,0.0408
"1371","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","WCHB1-41",0.0069,0.0408
"1372","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0069,0.0408
"1373","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Desulfovibrionales",0.0069,0.0408
"1374","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.0069,0.0408
"1375","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0069,0.0408
"1376","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0069,0.0408
"1377","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Campylobacterales",0.0016,0.0389
"1378","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0039,0.0388
"1379","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.0023,0.0387
"1380","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Elusimicrobiales",0.0023,0.0387
"1381","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Aeromonadales",0.0039,0.0387
"1382","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.0023,0.0387
"1383","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Spirochaetales",0.0031,0.0386
"1384","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0039,0.0386
"1385","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Erysipelotrichales",0.0031,0.0386
"1386","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0039,0.0386
"1387","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Coriobacteriales",0.0039,0.0386
"1388","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0077,0.0386
"1389","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Mollicutes_RF39",0.0023,0.0386
"1390","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0039,0.0385
"1391","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0077,0.0385
"1392","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0039,0.0385
"1393","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0039,0.0385
"1394","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Desulfovibrionales",0.0031,0.0385
"1395","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Enterobacteriales",0.0038,0.0385
"1396","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Campylobacterales",0.0031,0.0385
"1397","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Coriobacteriales",0.0015,0.0385
"1398","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0038,0.0385
"1399","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0077,0.0385
"1400","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Desulfovibrionales",0.0031,0.0385
"1401","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0038,0.0385
"1402","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteria_unclassified",0.0038,0.0385
"1403","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Gastranaerophilales",0.0031,0.0385
"1404","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Enterobacteriales",0.0015,0.0385
"1405","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0077,0.0385
"1406","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0038,0.0385
"1407","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Gastranaerophilales",0.0038,0.0385
"1408","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0062,0.0365
"1409","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0062,0.0364
"1410","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0062,0.0364
"1411","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0062,0.0364
"1412","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Clostridia_unclassified",0.0062,0.0364
"1413","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Lactobacillales",0.0062,0.0363
"1414","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Bifidobacteriales",0.0062,0.0363
"1415","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0062,0.0363
"1416","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0062,0.0363
"1417","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Clostridia_unclassified",0.0062,0.0363
"1418","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0062,0.0363
"1419","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0062,0.0363
"1420","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0062,0.0363
"1421","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0062,0.0363
"1422","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0062,0.0362
"1423","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bifidobacteriales",0.0062,0.0362
"1424","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",0.0046,0.0357
"1425","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0046,0.0357
"1426","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0046,0.0357
"1427","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0046,0.0355
"1428","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0046,0.0355
"1429","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Bifidobacteriales",0.0046,0.0355
"1430","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0046,0.0355
"1431","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0069,0.0347
"1432","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Verrucomicrobiales",0.0069,0.0347
"1433","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0069,0.0346
